date,ad_group,campaign,type,avg_pos,quality_score,cost,impressions,clicks,signups,purchases
15/02/2016,Make:Nissan|Model:Qashqai|Type:Automatic,xNew-Make:Nissan|Model:Qashqai|Match:Exact,AUTOMATIC,1.7,7,1.19,10,1,1,0
15/02/2016,Make:Nissan|Model:Qashqai|Country:UK,xNew-Make:Nissan|Model:Qashqai|Match:Exact,UK,2.7,6,1.09,95,1,0,0
15/02/2016,Make:Nissan|Model:Qashqai|Type:New,xNew-Make:Nissan|Model:Qashqai|Match:Exact,NEW,2.8,8,1.88,51,2,1,0
15/03/2016,Make:Nissan|Model:Qashqai|Type:Buy,xNew-Make:Nissan|Model:Qashqai|Match:BMM,BUY,2.2,10,0.83,37,1,0,0
15/03/2016,Make:Nissan|Model:Qashqai|Type:2016,xNew-Make:Nissan|Model:Qashqai|Match:BMM,2016,1.6,4,3.25,160,3,0,0
15/03/2016,Make:Nissan|Model:Qashqai|Type:PCP,xNew-Make:Nissan|Model:Qashqai|Match:BMM,PCP,3.4,8,1.4,7,1,0,0
15/03/2016,Make:Nissan|Model:Qashqai|Country:UK,xNew-Make:Nissan|Model:Qashqai|Match:BMM,UK,1.5,8,2.46,158,3,1,0
15/03/2016,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:BMM,HEAD-TERMS,2.1,7,60.81,9041,64,5,0
15/03/2016,Make:Nissan|Model:Qashqai|Type:For_Sale,xNew-Make:Nissan|Model:Qashqai|Match:BMM,FOR-SALE,4.6,7,1.08,48,2,1,0
15/03/2016,Make:Nissan|Model:Qashqai|Type:Core,xNew-Make:Nissan|Model:Qashqai|Match:BMM,CORE,2.6,8,3.14,594,4,1,0
15/03/2016,Make:Nissan|Model:Qashqai|Type:Offers,xNew-Make:Nissan|Model:Qashqai|Match:BMM,OFFERS,2,10,1.8,36,2,0,0
15/03/2016,Make:Nissan|Model:Qashqai|Type:Price,xNew-Make:Nissan|Model:Qashqai|Match:BMM,PRICE,2.1,10,10.51,128,10,1,0
15/03/2016,Make:Nissan|Model:Qashqai|Type:Cheap,xNew-Make:Nissan|Model:Qashqai|Match:BMM,CHEAP,3.5,9,0.79,4,1,0,0
15/03/2016,Make:Nissan|Model:Qashqai|Type:Finance,xNew-Make:Nissan|Model:Qashqai|Match:BMM,FINANCE,2.6,8,1.44,52,1,0,0
15/03/2016,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:Exact,HEAD-TERMS,1.8,7,36.23,1729,42,5,0
15/03/2016,Make:Nissan|Model:Qashqai|Type:Core,xNew-Make:Nissan|Model:Qashqai|Match:Exact,CORE,3.7,7,31.64,3490,42,8,0
15/03/2016,Make:Nissan|Model:Qashqai|Type:Review,xNew-Make:Nissan|Model:Qashqai|Match:Exact,REVIEW,2.26379,6,4.49,232,4,0,0
15/03/2016,Make:Nissan|Model:Qashqai|Type:Deals,xNew-Make:Nissan|Model:Qashqai|Match:Exact,DEALS,2.06451,9,7.23,62,6,1,0
15/03/2016,Make:Nissan|Model:Qashqai|Type:For_Sale,xNew-Make:Nissan|Model:Qashqai|Match:Exact,FOR-SALE,5.3,8,0.91,143,1,0,0
15/03/2016,Make:Nissan|Model:Qashqai|Country:UK,xNew-Make:Nissan|Model:Qashqai|Match:Exact,UK,2.2,6,0.48,36,1,0,0
15/03/2016,Make:Nissan|Model:Qashqai|Type:Car,xNew-Make:Nissan|Model:Qashqai|Match:Exact,CAR,2.8,8,1.62,12,3,0,0
15/03/2016,Make:Nissan|Model:Qashqai|Type:New,xNew-Make:Nissan|Model:Qashqai|Match:Exact,NEW,2.51698,7.5,1.56,53,2,0,0
15/03/2016,Make:Nissan|Model:Qashqai|Type:Offers,xNew-Make:Nissan|Model:Qashqai|Match:Exact,OFFERS,2,10,0.59,28,1,0,0
15/03/2016,Make:Nissan|Model:Qashqai|Type:2016,xNew-Make:Nissan|Model:Qashqai|Match:Exact,2016,1.98604,6,67.7,774,78,11,0
15/04/2016,Make:Nissan|Model:Qashqai|Type:PCP,xNew-Make:Nissan|Model:Qashqai|Match:BMM,PCP,1.2,8,7.22,34,4,1,0
15/04/2016,Make:Nissan|Model:Qashqai|Type:Core,xNew-Make:Nissan|Model:Qashqai|Match:BMM,CORE,1.6,8,126.43,9506,121,17,0
15/04/2016,Make:Nissan|Model:Qashqai|Type:For_Sale,xNew-Make:Nissan|Model:Qashqai|Match:BMM,FOR-SALE,2.7,7,15.43,418,14,0,0
15/04/2016,Make:Nissan|Model:Qashqai|Type:New,xNew-Make:Nissan|Model:Qashqai|Match:BMM,NEW,2,8,3.24,36,3,0,0
15/04/2016,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:BMM,HEAD-TERMS,1.5,7,21.37,2066,29,5,0
15/04/2016,Make:Nissan|Model:Qashqai|Type:Offers,xNew-Make:Nissan|Model:Qashqai|Match:BMM,OFFERS,1.4,10,9.57,18,4,0,0
15/04/2016,Make:Nissan|Model:Qashqai|Type:Buy,xNew-Make:Nissan|Model:Qashqai|Match:BMM,BUY,1.3,10,5.45,69,4,1,0
15/04/2016,Make:Nissan|Model:Qashqai|Type:Finance,xNew-Make:Nissan|Model:Qashqai|Match:Exact,FINANCE,3.30526,8.25,1.8,38,4,0,0
15/04/2016,Make:Nissan|Model:Qashqai|Type:PCP,xNew-Make:Nissan|Model:Qashqai|Match:Exact,PCP,1.2,8,3.54,34,3,1,0
15/04/2016,Make:Nissan|Model:Qashqai|Type:Offers,xNew-Make:Nissan|Model:Qashqai|Match:Exact,OFFERS,1.16078,10,6.68,51,5,2,0
15/04/2016,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:Exact,HEAD-TERMS,1.2,7,41.25,1563,57,6,1
15/04/2016,Make:Nissan|Model:Qashqai|Type:Deals,xNew-Make:Nissan|Model:Qashqai|Match:Exact,DEALS,1.17422,9,20.29,97,15,4,0
15/04/2016,Make:Nissan|Model:Qashqai|Type:New,xNew-Make:Nissan|Model:Qashqai|Match:Exact,NEW,1.29606,7.57142,19.83,127,21,2,0
15/04/2016,Make:Nissan|Model:Qashqai|Type:Automatic,xNew-Make:Nissan|Model:Qashqai|Match:Exact,AUTOMATIC,2.5,7,0.96,38,1,0,0
15/04/2016,Make:Nissan|Model:Qashqai|Type:Core,xNew-Make:Nissan|Model:Qashqai|Match:Exact,CORE,2,7,208.08,5071,251,27,0
15/04/2016,Make:Nissan|Model:Qashqai|Type:Review,xNew-Make:Nissan|Model:Qashqai|Match:Exact,REVIEW,1.1754,6,9.36,187,9,1,0
15/04/2016,Make:Nissan|Model:Qashqai|Type:Best_Price,xNew-Make:Nissan|Model:Qashqai|Match:Exact,BEST-PRICE,1.2,10,0.39,5,1,0,0
15/04/2016,Make:Nissan|Model:Qashqai|Type:2016,xNew-Make:Nissan|Model:Qashqai|Match:Exact,2016,1.17471,6,114.92,969,130,20,0
15/04/2016,Make:Nissan|Model:Qashqai|Type:Price,xNew-Make:Nissan|Model:Qashqai|Match:Exact,PRICE,1.4,7,6.46,29,5,0,0
15/04/2016,Make:Nissan|Model:Qashqai|Type:For_Sale,xNew-Make:Nissan|Model:Qashqai|Match:Exact,FOR-SALE,1.7,8,46.7,424,34,3,0
15/05/2016,Make:Nissan|Model:Qashqai|Type:Offers,xNew-Make:Nissan|Model:Qashqai|Match:BMM,OFFERS,2.2421,9.25,5.4,19,4,0,0
15/05/2016,Make:Nissan|Model:Qashqai|Type:New,xNew-Make:Nissan|Model:Qashqai|Match:BMM,NEW,2.1,8,11.05,152,8,0,0
15/05/2016,Make:Nissan|Model:Qashqai|Type:For_Sale,xNew-Make:Nissan|Model:Qashqai|Match:BMM,FOR-SALE,4.4,7,0.75,58,1,0,0
15/05/2016,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:BMM,HEAD-TERMS,2.9,7,39.98,6980,43,7,0
15/05/2016,Make:Nissan|Model:Qashqai|Type:Core,xNew-Make:Nissan|Model:Qashqai|Match:BMM,CORE,3.6,8,1.43,368,2,0,0
15/05/2016,Make:Nissan|Model:Qashqai|Type:Price,xNew-Make:Nissan|Model:Qashqai|Match:BMM,PRICE,2.1,10,3.15,23,2,0,0
15/05/2016,Make:Nissan|Model:Qashqai|Type:Buy,xNew-Make:Nissan|Model:Qashqai|Match:BMM,BUY,2,10,1.74,54,1,0,0
15/05/2016,Make:Nissan|Model:Qashqai|Type:PCP,xNew-Make:Nissan|Model:Qashqai|Match:BMM,PCP,2.5,8,4.58,39,2,0,0
15/05/2016,Make:Nissan|Model:Qashqai|Type:New,xNew-Make:Nissan|Model:Qashqai|Match:Exact,NEW,2.04615,7.5,3.3,26,2,0,0
15/05/2016,Make:Nissan|Model:Qashqai|Type:Review,xNew-Make:Nissan|Model:Qashqai|Match:Exact,REVIEW,2.44545,6,7.16,132,7,1,0
15/05/2016,Make:Nissan|Model:Qashqai|Type:Offers,xNew-Make:Nissan|Model:Qashqai|Match:Exact,OFFERS,2.2,10,3.73,22,2,2,0
15/05/2016,Make:Nissan|Model:Qashqai|Type:Price,xNew-Make:Nissan|Model:Qashqai|Match:Exact,PRICE,2.1,7,2.18,29,2,0,0
15/05/2016,Make:Nissan|Model:Qashqai|Type:Deals,xNew-Make:Nissan|Model:Qashqai|Match:Exact,DEALS,2.1191,9.23076,19.41,89,13,2,1
15/05/2016,Make:Nissan|Model:Qashqai|Type:Discount,xNew-Make:Nissan|Model:Qashqai|Match:Exact,DISCOUNT,2,9,1.5,3,1,0,0
15/05/2016,Make:Nissan|Model:Qashqai|Type:For_Sale,xNew-Make:Nissan|Model:Qashqai|Match:Exact,FOR-SALE,4.1,8,7.08,101,6,0,0
15/05/2016,Make:Nissan|Model:Qashqai|Type:Best_Price,xNew-Make:Nissan|Model:Qashqai|Match:Exact,BEST-PRICE,1.7,9,1.41,3,1,0,0
15/05/2016,Make:Nissan|Model:Qashqai|Type:PCP,xNew-Make:Nissan|Model:Qashqai|Match:Exact,PCP,2.1,8,7.32,18,3,1,0
15/05/2016,Make:Nissan|Model:Qashqai|Type:2016,xNew-Make:Nissan|Model:Qashqai|Match:Exact,2016,2.19852,6,45.79,676,36,10,1
15/05/2016,Make:Nissan|Model:Qashqai|Type:Core,xNew-Make:Nissan|Model:Qashqai|Match:Exact,CORE,3,7,106.4,5056,98,10,0
15/05/2016,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:Exact,HEAD-TERMS,2.2,7,36.04,1572,43,5,0
15/06/2016,Make:Nissan|Model:Qashqai|Type:Cheap,xNew-Make:Nissan|Model:Qashqai|Match:BMM,CHEAP,3.7,9,1.82,18,2,0,0
15/06/2016,Make:Nissan|Model:Qashqai|Type:2016,xNew-Make:Nissan|Model:Qashqai|Match:BMM,2016,2.5,4,1.15,32,1,0,0
15/06/2016,Make:Nissan|Model:Qashqai|Type:For_Sale,xNew-Make:Nissan|Model:Qashqai|Match:BMM,FOR-SALE,4.4,7,1.28,57,2,0,0
15/06/2016,Make:Nissan|Model:Qashqai|Type:Finance,xNew-Make:Nissan|Model:Qashqai|Match:BMM,FINANCE,2,8,4.36,16,2,0,0
15/06/2016,Make:Nissan|Model:Qashqai|Type:Dealers,xNew-Make:Nissan|Model:Qashqai|Match:BMM,DEALER,2.6,8,1.54,11,1,0,0
15/06/2016,Make:Nissan|Model:Qashqai|Type:Specification,xNew-Make:Nissan|Model:Qashqai|Match:BMM,SPECIFICATION,3.3,6,1.47,36,1,0,0
15/06/2016,Make:Nissan|Model:Qashqai|Type:Core,xNew-Make:Nissan|Model:Qashqai|Match:BMM,CORE,2.5,8,5.46,4276,8,0,0
15/06/2016,Make:Nissan|Model:Qashqai|Type:Sale,xNew-Make:Nissan|Model:Qashqai|Match:BMM,SALE,2.7,10,0.47,13,1,0,0
15/06/2016,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:BMM,HEAD-TERMS,2.4,7,4.64,2224,8,0,0
15/06/2016,Make:Nissan|Model:Qashqai|Type:PCP,xNew-Make:Nissan|Model:Qashqai|Match:BMM,PCP,2.1,8,12.04,41,5,2,0
15/06/2016,Make:Nissan|Model:Qashqai|Type:Buy,xNew-Make:Nissan|Model:Qashqai|Match:BMM,BUY,2.2,10,2.59,35,1,0,0
15/06/2016,Make:Nissan|Model:Qashqai|Type:Deals,xNew-Make:Nissan|Model:Qashqai|Match:Exact,DEALS,2.42631,9,15.51,57,11,3,0
15/06/2016,Make:Nissan|Model:Qashqai|Type:2016,xNew-Make:Nissan|Model:Qashqai|Match:Exact,2016,2.59025,6,30.28,554,26,2,0
15/06/2016,Make:Nissan|Model:Qashqai|Type:For_Sale,xNew-Make:Nissan|Model:Qashqai|Match:Exact,FOR-SALE,4.35329,8,5.46,167,5,1,0
15/06/2016,Make:Nissan|Model:Qashqai|Type:Cheap,xNew-Make:Nissan|Model:Qashqai|Match:Exact,CHEAP,5.3,8,0.59,4,1,0,0
15/06/2016,Make:Nissan|Model:Qashqai|Type:Core,xNew-Make:Nissan|Model:Qashqai|Match:Exact,CORE,3,7,78.13,4296,70,11,1
15/06/2016,Make:Nissan|Model:Qashqai|Type:Finance,xNew-Make:Nissan|Model:Qashqai|Match:Exact,FINANCE,2.5,8,1.16,29,1,1,0
15/06/2016,Make:Nissan|Model:Qashqai|Type:Test_Drive,xNew-Make:Nissan|Model:Qashqai|Match:Exact,TEST-DRIVE,3,5,1.28,2,1,0,0
15/06/2016,Make:Nissan|Model:Qashqai|Type:Offers,xNew-Make:Nissan|Model:Qashqai|Match:Exact,OFFERS,2.32692,10,7.72,26,4,0,0
15/06/2016,Make:Nissan|Model:Qashqai|Type:New,xNew-Make:Nissan|Model:Qashqai|Match:Exact,NEW,3.06071,8,2.13,28,2,1,0
15/06/2016,Make:Nissan|Model:Qashqai|Type:PCP,xNew-Make:Nissan|Model:Qashqai|Match:Exact,PCP,3.2,8,1.3,12,1,0,0
15/06/2016,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:Exact,HEAD-TERMS,2.1,7,22.25,1200,32,3,0
15/06/2016,Make:Nissan|Model:Qashqai|Type:Best_Price,xNew-Make:Nissan|Model:Qashqai|Match:Exact,BEST-PRICE,2.2,9,1.56,4,1,0,0
15/07/2016,Make:Nissan|Model:Qashqai|Type:Core,xNew-Make:Nissan|Model:Qashqai|Match:BMM,CORE,2.6,8,9.36,4717,13,1,0
15/07/2016,Make:Nissan|Model:Qashqai|Type:Cheap,xNew-Make:Nissan|Model:Qashqai|Match:BMM,CHEAP,3.9,9,1.43,13,2,1,0
15/07/2016,Make:Nissan|Model:Qashqai|Type:Price,xNew-Make:Nissan|Model:Qashqai|Match:BMM,PRICE,3.3,10,1.73,58,2,2,0
15/07/2016,Make:Nissan|Model:Qashqai|Type:PCP,xNew-Make:Nissan|Model:Qashqai|Match:BMM,PCP,2.1,8,5.41,22,3,1,0
15/07/2016,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:BMM,HEAD-TERMS,2.3,7,9.15,1304,14,0,0
15/07/2016,Make:Nissan|Model:Qashqai|Type:Finance,xNew-Make:Nissan|Model:Qashqai|Match:BMM,FINANCE,3.6,8,0.73,11,1,0,0
15/07/2016,Make:Nissan|Model:Qashqai|Type:Offers,xNew-Make:Nissan|Model:Qashqai|Match:Exact,OFFERS,2.2,10,1.62,5,1,0,0
15/07/2016,Make:Nissan|Model:Qashqai|Type:Review,xNew-Make:Nissan|Model:Qashqai|Match:Exact,REVIEW,2.20377,6,7.04,212,6,0,0
15/07/2016,Make:Nissan|Model:Qashqai|Type:Finance,xNew-Make:Nissan|Model:Qashqai|Match:Exact,FINANCE,3.83888,8,2.54,36,4,0,0
15/07/2016,Make:Nissan|Model:Qashqai|Type:Price,xNew-Make:Nissan|Model:Qashqai|Match:Exact,PRICE,2.2,8,1.68,10,1,0,0
15/07/2016,Make:Nissan|Model:Qashqai|Type:2016,xNew-Make:Nissan|Model:Qashqai|Match:Exact,2016,2.61969,6,8.56,198,10,2,0
15/07/2016,Make:Nissan|Model:Qashqai|Type:Deals,xNew-Make:Nissan|Model:Qashqai|Match:Exact,DEALS,3.125,9,3.79,32,3,1,0
15/07/2016,Make:Nissan|Model:Qashqai|Type:Core,xNew-Make:Nissan|Model:Qashqai|Match:Exact,CORE,4.3,7,16.33,2056,19,4,0
15/07/2016,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:Exact,HEAD-TERMS,2.4,7,15.71,1034,19,1,0
15/07/2016,Make:Nissan|Model:Qashqai|Type:New,xNew-Make:Nissan|Model:Qashqai|Match:Exact,NEW,3.6,8,5.23,35,5,0,0
15/08/2016,Make:Nissan|Model:Qashqai|Type:Finance,xNew-Make:Nissan|Model:Qashqai|Match:BMM,FINANCE,3.4,8,0.65,14,1,1,0
15/08/2016,Make:Nissan|Model:Qashqai|Type:Specification,xNew-Make:Nissan|Model:Qashqai|Match:BMM,SPECIFICATION,2.4,6,8.18,128,4,1,0
15/08/2016,Make:Nissan|Model:Qashqai|Type:PCP,xNew-Make:Nissan|Model:Qashqai|Match:BMM,PCP,2.4,8,12.21,31,3,1,0
15/08/2016,Make:Nissan|Model:Qashqai|Type:Buy,xNew-Make:Nissan|Model:Qashqai|Match:BMM,BUY,2.3,10,3.34,19,2,0,0
15/08/2016,Make:Nissan|Model:Qashqai|Type:Offers,xNew-Make:Nissan|Model:Qashqai|Match:BMM,OFFERS,2.5,9,5.88,25,3,0,0
15/08/2016,Make:Nissan|Model:Qashqai|Type:For_Sale,xNew-Make:Nissan|Model:Qashqai|Match:BMM,FOR-SALE,5,7,0.49,75,1,0,0
15/08/2016,Make:Nissan|Model:Qashqai|Type:Price,xNew-Make:Nissan|Model:Qashqai|Match:BMM,PRICE,3,10,6.35,109,5,0,0
15/08/2016,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:BMM,HEAD-TERMS,2.3,7,63.88,14242,62,13,0
15/08/2016,Make:Nissan|Model:Qashqai|Type:Offers,xNew-Make:Nissan|Model:Qashqai|Match:Exact,OFFERS,2.6,10,6.83,38,3,0,0
15/08/2016,Make:Nissan|Model:Qashqai|Type:PCP,xNew-Make:Nissan|Model:Qashqai|Match:Exact,PCP,2.6,8,2.71,22,1,0,0
15/08/2016,Make:Nissan|Model:Qashqai|Type:Deals,xNew-Make:Nissan|Model:Qashqai|Match:Exact,DEALS,2.666,9.25,8.37,50,4,1,0
15/08/2016,Make:Nissan|Model:Qashqai|Type:2016,xNew-Make:Nissan|Model:Qashqai|Match:Exact,2016,2.00553,6,39.24,686,37,6,0
15/08/2016,Make:Nissan|Model:Qashqai|Type:For_Sale,xNew-Make:Nissan|Model:Qashqai|Match:Exact,FOR-SALE,5,8,1.03,19,2,0,0
15/08/2016,Make:Nissan|Model:Qashqai|Type:Review,xNew-Make:Nissan|Model:Qashqai|Match:Exact,REVIEW,2.1682,6,6.74,173,5,0,0
15/08/2016,Make:Nissan|Model:Qashqai|Type:Buy,xNew-Make:Nissan|Model:Qashqai|Match:Exact,BUY,2.7,8,4.53,12,3,0,0
15/08/2016,Make:Nissan|Model:Qashqai|Type:Specification,xNew-Make:Nissan|Model:Qashqai|Match:Exact,SPECIFICATION,2.2,6,0.67,4,1,1,0
15/08/2016,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:Exact,HEAD-TERMS,2.5,7,13.26,778,22,6,0
15/08/2016,Make:Nissan|Model:Qashqai|Type:New,xNew-Make:Nissan|Model:Qashqai|Match:Exact,NEW,2,7.4,6.03,56,5,0,0
15/08/2016,Make:Nissan|Model:Qashqai|Type:Core,xNew-Make:Nissan|Model:Qashqai|Match:Exact,CORE,4,7,18.73,2516,28,1,0
15/09/2016,Make:Nissan|Model:Qashqai|Type:Finance,xNew-Make:Nissan|Model:Qashqai|Match:BMM,FINANCE,2,8,10.88,84,7,0,0
15/09/2016,Make:Nissan|Model:Qashqai|Type:Buy,xNew-Make:Nissan|Model:Qashqai|Match:BMM,BUY,1.5,10,8.28,57,5,1,0
15/09/2016,Make:Nissan|Model:Qashqai|Type:PCP,xNew-Make:Nissan|Model:Qashqai|Match:BMM,PCP,1.9,8,6.62,21,3,1,0
15/09/2016,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:BMM,HEAD-TERMS,2.2,7,90.36,15513,77,19,2
15/09/2016,Make:Nissan|Model:Qashqai|Type:Best_Price,xNew-Make:Nissan|Model:Qashqai|Match:BMM,BEST-PRICE,2.2,9,1.55,6,1,0,0
15/09/2016,Make:Nissan|Model:Qashqai|Type:Offers,xNew-Make:Nissan|Model:Qashqai|Match:BMM,OFFERS,1.9,9,2.74,13,2,0,0
15/09/2016,Make:Nissan|Model:Qashqai|Type:New,xNew-Make:Nissan|Model:Qashqai|Match:BMM,NEW,2.1,8,3.73,305,4,0,0
15/09/2016,Make:Nissan|Model:Qashqai|Type:For_Sale,xNew-Make:Nissan|Model:Qashqai|Match:BMM,FOR-SALE,4,8,1.67,80,3,0,0
15/09/2016,Make:Nissan|Model:Qashqai|Type:New_For_Sale,xNew-Make:Nissan|Model:Qashqai|Match:BMM,NEW-FOR-SALE,2.5,10,1.18,2,1,0,0
15/09/2016,Make:Nissan|Model:Qashqai|Type:Deals,xNew-Make:Nissan|Model:Qashqai|Match:BMM,DEALS,1.5,9,9.35,31,5,2,0
15/09/2016,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:Exact,HEAD-TERMS,2.1,7,34.39,1129,27,5,0
15/09/2016,Make:Nissan|Model:Qashqai|Type:2016,xNew-Make:Nissan|Model:Qashqai|Match:Exact,2016,2.49724,6,35.22,654,30,3,0
15/09/2016,Make:Nissan|Model:Qashqai|Type:PCP,xNew-Make:Nissan|Model:Qashqai|Match:Exact,PCP,3,8,3.39,5,2,2,0
15/09/2016,Make:Nissan|Model:Qashqai|Type:Core,xNew-Make:Nissan|Model:Qashqai|Match:Exact,CORE,2.9,7,100.68,3621,95,13,0
15/09/2016,Make:Nissan|Model:Qashqai|Type:Review,xNew-Make:Nissan|Model:Qashqai|Match:Exact,REVIEW,2.03369,6,4.42,92,4,0,0
15/09/2016,Make:Nissan|Model:Qashqai|Type:Finance,xNew-Make:Nissan|Model:Qashqai|Match:Exact,FINANCE,1.84705,8.4,11.22,34,5,0,0
15/09/2016,Make:Nissan|Model:Qashqai|Type:Deals,xNew-Make:Nissan|Model:Qashqai|Match:Exact,DEALS,2.93,9,6.32,50,4,1,0
15/09/2016,Make:Nissan|Model:Qashqai|Type:Offers,xNew-Make:Nissan|Model:Qashqai|Match:Exact,OFFERS,2.9,10,1.34,18,2,0,0
15/09/2016,Make:Nissan|Model:Qashqai|Type:New,xNew-Make:Nissan|Model:Qashqai|Match:Exact,NEW,2.9,7,1.14,19,1,0,0
15/09/2016,Make:Nissan|Model:Qashqai|Type:For_Sale,xNew-Make:Nissan|Model:Qashqai|Match:Exact,FOR-SALE,5,8,2.15,194,4,0,0
15/10/2016,Make:Nissan|Model:Qashqai|Type:Demo,xNew-Make:Nissan|Model:Qashqai|Match:BMM,DEMO,2.2,8,0.8,14,1,0,0
15/10/2016,Make:Nissan|Model:Qashqai|Type:New,xNew-Make:Nissan|Model:Qashqai|Match:BMM,NEW,1.81337,7.38461,13.82,815,13,2,0
15/10/2016,Make:Nissan|Model:Qashqai|Type:Price,xNew-Make:Nissan|Model:Qashqai|Match:BMM,PRICE,1.8,6,0.34,4,1,0,0
15/10/2016,Make:Nissan|Model:Qashqai|Type:2016_For_Sale,xNew-Make:Nissan|Model:Qashqai|Match:BMM,2016-FOR-SALE,3.7,6,1.04,3,1,0,0
15/10/2016,Make:Nissan|Model:Qashqai|Type:Car,xNew-Make:Nissan|Model:Qashqai|Match:BMM,CAR,3.5,8,0.91,214,2,0,0
15/10/2016,Make:Nissan|Model:Qashqai|Type:Buy,xNew-Make:Nissan|Model:Qashqai|Match:BMM,BUY,1.83626,10,16.53,91,10,2,1
15/10/2016,Make:Nissan|Model:Qashqai|Type:Cheap,xNew-Make:Nissan|Model:Qashqai|Match:BMM,CHEAP,3.7,9,0.96,6,1,0,0
15/10/2016,Make:Nissan|Model:Qashqai|Type:Offers,xNew-Make:Nissan|Model:Qashqai|Match:BMM,OFFERS,1.7,9,10.19,35,5,0,0
15/10/2016,Make:Nissan|Model:Qashqai|Type:For_Sale,xNew-Make:Nissan|Model:Qashqai|Match:BMM,FOR-SALE,4.39006,7.85714,3.87,151,7,2,0
15/10/2016,Make:Nissan|Model:Qashqai|Type:Finance,xNew-Make:Nissan|Model:Qashqai|Match:BMM,FINANCE,2.4,8,5.04,50,4,0,0
15/10/2016,Make:Nissan|Model:Qashqai|Type:Deals,xNew-Make:Nissan|Model:Qashqai|Match:BMM,DEALS,1.3,9,16.02,89,9,3,0
15/10/2016,Make:Nissan|Model:Qashqai|Type:New_Price,xNew-Make:Nissan|Model:Qashqai|Match:BMM,NEW-PRICE,2.4,10,1.04,7,2,0,0
15/10/2016,Make:Nissan|Model:Qashqai|Type:Dealers,xNew-Make:Nissan|Model:Qashqai|Match:BMM,DEALER,3.2,8,2.07,17,2,0,0
15/10/2016,Make:Nissan|Model:Qashqai|Type:Core,xNew-Make:Nissan|Model:Qashqai|Match:BMM,CORE,3.5,8,0.15,29,1,0,0
15/10/2016,Make:Nissan|Model:Qashqai|Type:PCP,xNew-Make:Nissan|Model:Qashqai|Match:BMM,PCP,2,8,1.85,5,2,2,0
15/10/2016,Make:Nissan|Model:Qashqai|Type:Specification,xNew-Make:Nissan|Model:Qashqai|Match:BMM,SPECIFICATION,2.4,6,3.05,115,3,0,0
15/10/2016,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:BMM,HEAD-TERMS,2.7,7,32.84,13431,63,6,0
15/10/2016,Make:Nissan|Model:Qashqai|Type:Sale,xNew-Make:Nissan|Model:Qashqai|Match:BMM,SALE,4.7,10,0.58,58,1,0,0
15/10/2016,Make:Nissan|Model:Qashqai|Type:2016,xNew-Make:Nissan|Model:Qashqai|Match:BMM,2016,2.1,6,3.3,642,4,1,0
15/10/2016,Make:Nissan|Model:Qashqai|Type:Test_Drive,xNew-Make:Nissan|Model:Qashqai|Match:Exact,TEST-DRIVE,2,5,1.12,1,1,1,0
15/10/2016,Make:Nissan|Model:Qashqai|Type:2016_Price,xNew-Make:Nissan|Model:Qashqai|Match:Exact,2016-PRICE,2.1,6,3.85,14,3,0,0
15/10/2016,Make:Nissan|Model:Qashqai|Type:Deals,xNew-Make:Nissan|Model:Qashqai|Match:Exact,DEALS,2.1,9,6.46,44,6,0,0
15/10/2016,Make:Nissan|Model:Qashqai|Type:Core,xNew-Make:Nissan|Model:Qashqai|Match:Exact,CORE,2.4512,7,117.62,4519,140,17,0
15/10/2016,Make:Nissan|Model:Qashqai|Type:For_Sale,xNew-Make:Nissan|Model:Qashqai|Match:Exact,FOR-SALE,4.36601,8,2.34,103,4,1,0
15/10/2016,Make:Nissan|Model:Qashqai|Type:Offers,xNew-Make:Nissan|Model:Qashqai|Match:Exact,OFFERS,2.45161,10,4.09,31,3,0,0
15/10/2016,Make:Nissan|Model:Qashqai|Type:Head_Terms,xNew-Make:Nissan|Model:Qashqai|Match:Exact,HEAD-TERMS,2.1,7,24.56,1159,36,5,1
